Word base            L.key                Suffixes id          W.form key                     W.form
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/G/N#1         ničijeg
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/G/N#2         ničijega
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/D/M#1         ničijem
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/D/M#2         ničijemu
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/D/F#1         ničijoj
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/D/N#1         ničijem
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/D/N#2         ničijemu
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/A/M#1         ničijeg
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/A/M#2         ničijega
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/A/M#3         ničiji
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/A/F#1         ničiju
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/A/N#1         ničije
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/L/M#1         ničijem
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/L/F#1         ničijoj
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/L/N#1         ničijem
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/I/M#1         ničijim
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/I/M#2         ničijime
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/I/F#1         ničijom
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|S/I/N#1         ničijim
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/N/M#1         ničiji
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/N/F#1         ničije
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/N/N#1         ničija
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/G/M#1         ničijih
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/G/F#1         ničijih
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/G/N#1         ničijih
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/D/M#1         ničijim
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/D/M#2         ničijima
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/D/F#1         ničijim
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/D/F#2         ničijima
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/D/N#1         ničijim
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/D/N#2         ničijima
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/A/M#1         ničije
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/A/F#1         ničije
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/A/N#1         ničija
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/L/M#1         ničijim
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/L/M#2         ničijima
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/L/F#1         ničijim
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/L/F#2         ničijima
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/L/N#1         ničijim
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/L/N#2         ničijima
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/I/M#1         ničijim
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/I/M#2         ničijima
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/I/F#1         ničijim
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/I/F#2         ničijima
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/I/N#1         ničijim
ničiji               CH#PRON.NEO.CH2#     PRON.UOD.PRD##koji   PRON.NEO.CH2##|P/I/N#2         ničijima
ništa                CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/N#1           ništa
ništa                CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/G#1           ničega
ništa                CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/D#1           ničemu
ništa                CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/A#1           ničega
ništa                CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/L#1           ničem
ništa                CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/L#2           ničemu
ništa                CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/I#1           ničim
ništa                CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/I#2           ničime
niže                 FX#PREP#UZ_G         -                    -                              niže
no                   FX#CONJ#NOR          -                    -                              no
noćas                FX#ADV#VRE.KADA      -                    -                              noćas
npr.                 FX#ABBR#OTH          -                    -                              npr.
o                    FX#EXCL#DOZ          -                    -                              o
o                    FX#EXCL#OSJ          -                    -                              o
o                    FX#PREP#UZ_A         -                    -                              o
o                    FX#PREP#UZ_L         -                    -                              o
o.                   FX#ABBR#OTH          -                    -                              o.
obdan                FX#ADV#VRE.KADA      -                    -                              obdan
obnoć                FX#ADV#VRE.KADA      -                    -                              obnoć
od                   FX#PREP#UZ_G         -                    -                              od
odakle               FX#CONJ#PRI          -                    -                              odakle
odande               FX#ADV#MJE.ODKUDA    -                    -                              odande
odanle               FX#ADV#MJE.ODKUDA    -                    -                              odanle
odasvud              FX#ADV#MJE.ODKUDA    -                    -                              odasvud
odatle               FX#ADV#MJE.ODKUDA    -                    -                              odatle
odavde               FX#ADV#MJE.ODKUDA    -                    -                              odavde
odavle               FX#ADV#MJE.ODKUDA    -                    -                              odavle
odavna               FX#ADV#VRE.OTKAD     -                    -                              odavna
odiskona             FX#ADV#VRE.OTKAD     -                    -                              odiskona
odjednom             FX#ADV#NAC.KAKO      -                    -                              odjednom
odmah                FX#ADV#VRE.KADA      -                    -                              odmah
odmalena             FX#ADV#VRE.OTKAD     -                    -                              odmalena
odnekle              FX#ADV#MJE.ODKUDA    -                    -                              odnekle
odnekud              FX#ADV#MJE.ODKUDA    -                    -                              odnekud
odonud               FX#ADV#MJE.ODKUDA    -                    -                              odonud
odostraga            FX#ADV#MJE.ODKUDA    -                    -                              odostraga
odovud               FX#ADV#MJE.ODKUDA    -                    -                              odovud
odozdo               FX#ADV#MJE.ODKUDA    -                    -                              odozdo
odozgo               FX#ADV#MJE.ODKUDA    -                    -                              odozgo
odsad                FX#ADV#VRE.OTKAD     -                    -                              odsad
odskoro              FX#ADV#VRE.OTKAD     -                    -                              odskoro
odsprijeda           FX#ADV#MJE.ODKUDA    -                    -                              odsprijeda
oduvijek             FX#ADV#VRE.OTKAD     -                    -                              oduvijek
odveć                FX#ADV#KOL.KOLIKO    -                    -                              odveć
oh                   FX#EXCL#OSJ          -                    -                              oh
oj                   FX#EXCL#DOZ          -                    -                              oj
oj                   FX#EXCL#OSJ          -                    -                              oj
oko                  FX#EXCL#OSJ          -                    -                              oko
oko                  FX#PREP#UZ_G         -                    -                              oko
on                   CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3M#|N#1             on
on                   CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3M#|G#1             njega
on                   CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3M#|G#2             ga
on                   CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3M#|D#1             njemu
on                   CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3M#|D#2             mu
on                   CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3M#|A#1             njega
on                   CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3M#|A#2             ga
on                   CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3M#|L#1             njemu
on                   CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3M#|L#2             njem
on                   CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3M#|I#1             njim
on                   CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3M#|I#2             njime
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/N/M#1         njegov
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/N/F#1         njegova
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/N/N#1         njegovo
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/G/M#1         njegova
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/G/F#1         njegove
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/G/N#1         njegova
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/D/M#1         njegovu
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/D/F#1         njegovoj
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/D/N#1         njegovu
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/A/M#1         njegova
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/A/M#2         njegov
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/A/F#1         njegovu
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/A/N#1         njegovo
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/L/M#1         njegovu
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/L/F#1         njegovoj
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/L/N#1         njegovu
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/I/M#1         njegovim
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/I/F#1         njegovom
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|S/I/N#1         njegovim
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/N/M#1         njegovi
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/N/F#1         njegove
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/N/N#1         njegova
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/G/M#1         njegovih
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/G/F#1         njegovih
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/G/N#1         njegovih
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/D/M#1         njegovim
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/D/M#2         njegovima
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/D/F#1         njegovim
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/D/F#2         njegovima
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/D/N#1         njegovim
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/D/N#2         njegovima
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/A/M#1         njegove
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/A/F#1         njegove
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/A/N#1         njegova
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/L/M#1         njegovim
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/L/M#2         njegovima
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/L/F#1         njegovim
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/L/F#2         njegovima
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/L/N#1         njegovim
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/L/N#2         njegovima
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/I/M#1         njegovim
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/I/M#2         njegovima
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/I/F#1         njegovim
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/I/F#2         njegovima
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/I/N#1         njegovim
on                   CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3M#|P/I/N#2         njegovima
ona                  CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3N#|N#1             ona
ona                  CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3N#|G#1             njoa
ona                  CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3N#|G#2             ga
ona                  CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3N#|D#1             njmu
ona                  CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3N#|D#2             mu
ona                  CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3N#|A#1             njoa
ona                  CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3N#|A#2             ga
ona                  CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3N#|L#1             njmu
ona                  CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3N#|L#2             njm
ona                  CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3N#|I#1             nim
ona                  CH#PRON.OSO#         PRON.OSO#S/3M#       PRON.OSO#S/3N#|I#2             nime
ona                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3N#|N#1             ona
ona                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3N#|G#1             njih
ona                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3N#|G#2             ih
ona                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3N#|D#1             njima
ona                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3N#|D#2             im
ona                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3N#|A#1             njih
ona                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3N#|A#2             ih
ona                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3N#|L#1             njima
ona                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3N#|I#1             njima
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/N/M#1         njezin
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/N/F#1         njezina
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/N/N#1         njezino
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/G/M#1         njezina
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/G/F#1         njezine
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/G/N#1         njezina
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/D/M#1         njezinu
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/D/F#1         njezinoj
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/D/N#1         njezinu
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/A/M#1         njezina
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/A/M#2         njezin
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/A/F#1         njezinu
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/A/N#1         njezino
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/L/M#1         njezinu
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/L/F#1         njezinoj
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/L/N#1         njezinu
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/I/M#1         njezinim
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/I/F#1         njezinom
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|S/I/N#1         njezinim
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/N/M#1         njezini
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/N/F#1         njezine
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/N/N#1         njezina
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/G/M#1         njezinih
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/G/F#1         njezinih
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/G/N#1         njezinih
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/D/M#1         njezinim
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/D/M#2         njezinima
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/D/F#1         njezinim
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/D/F#2         njezinima
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/D/N#1         njezinim
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/D/N#2         njezinima
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/A/M#1         njezine
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/A/F#1         njezine
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/A/N#1         njezina
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/L/M#1         njezinim
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/L/M#2         njezinima
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/L/F#1         njezinim
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/L/F#2         njezinima
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/L/N#1         njezinim
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/L/N#2         njezinima
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/I/M#1         njezinim
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/I/M#2         njezinima
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/I/F#1         njezinim
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/I/F#2         njezinima
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/I/N#1         njezinim
ona                  CH#PRON.POS#         ADJ#P_N#             PRON.POS#S/3F#|P/I/N#2         njezinima
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/N/M#1             onaj
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/N/F#1             ona
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/N/N#1             ono
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/G/M#1             onog
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/G/M#2             onoga
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/G/F#1             one
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/G/N#1             onog
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/G/N#2             onoga
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/D/M#1             onom
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/D/M#2             onomu
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/D/F#1             onoj
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/D/N#1             onom
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/D/N#2             onomu
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/A/M#1             onog
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/A/M#2             onoga
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/A/M#3             onaj
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/A/F#1             onu
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/A/N#1             ono
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/L/M#1             onom
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/L/M#2             onome
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/L/F#1             onoj
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/L/N#1             onom
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/L/N#2             onome
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/I/M#1             onim
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/I/M#2             onime
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/I/F#1             onom
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/I/N#1             onim
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|S/I/N#2             onime
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/N/M#1             oni
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/N/F#1             one
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/N/N#1             ona
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/G/M#1             onih
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/G/F#1             onih
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/G/N#1             onih
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/D/M#1             onim
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/D/M#2             onima
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/D/F#1             onim
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/D/F#2             onima
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/D/N#1             onim
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/D/N#2             onima
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/A/M#1             one
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/A/F#1             one
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/A/N#1             ona
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/L/M#1             onim
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/L/M#2             onima
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/L/F#1             onim
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/L/F#2             onima
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/L/N#1             onim
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/L/N#2             onima
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/I/M#1             onim
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/I/M#2             onima
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/I/F#1             onim
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/I/F#2             onima
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/I/N#1             onim
onaj                 CH#PRON.POK#         PRON.POK##ovaj       PRON.POK##|P/I/N#2             onima
onako                FX#ADV#NAC.KAKO      -                    -                              onako
onamo                FX#ADV#MJE.KAMO      -                    -                              onamo
onda                 FX#ADV#VRE.KADA      -                    -                              onda
ondje                FX#ADV#MJE.GDJE      -                    -                              ondje
one                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3F#|N#1             one
one                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3F#|G#1             njih
one                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3F#|G#2             ih
one                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3F#|D#1             njima
one                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3F#|D#2             im
one                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3F#|A#1             njih
one                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3F#|A#2             ih
one                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3F#|L#1             njima
one                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3F#|I#1             njima
oni                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3M#|N#1             oni
oni                  CH#PRON.OSO#         PRON.OSO#P/3M#       PRON.OSO#P/3M#|G#1             njih
